0.675290902	0.352532763	0.664129325	0.000859398	0.000448645	0.000845193	1.39E-09	7.27E-10	1.37E-09
0.855683596	0.510420048	0.91976932	0.027315553	0.01629388	0.029361329	1.02E-05	6.11E-06	1.10E-05
0.738407901	0.470829665	0.829782028	0.118056468	0.075276127	0.13266534	0.000673341	0.000429341	0.000756663
0.556047005	0.369020734	0.641741879	0.233734572	0.155118007	0.269756445	0.006826778	0.004530593	0.007878883
0.39450917	0.268891796	0.463475487	0.315898249	0.215311718	0.371122158	0.027411859	0.01868353	0.032203876
0.271846546	0.188849806	0.323450879	0.344927061	0.239618305	0.410404188	0.065148306	0.045258052	0.077515339
0.184490727	0.130008418	0.221612982	0.33060772	0.232975322	0.397130868	0.111899282	0.078854092	0.134415068
0.124189287	0.088492519	0.150287128	0.291097645	0.207425009	0.352270554	0.15509365	0.110513782	0.187685909
0.08323814	0.059841874	0.101328966	0.24186321	0.173881202	0.294429323	0.185249886	0.13318054	0.225511762
0.055672504	0.040316431	0.068101656	0.192849602	0.139656153	0.235904196	0.198782975	0.143952931	0.243162223
0.037204869	0.027106485	0.045695289	0.149206095	0.108707618	0.183256002	0.196980811	0.143515013	0.241933252
0.024862021	0.018206942	0.030640288	0.112861556	0.082650712	0.139092094	0.183706869	0.134532112	0.226402807
0.016620917	0.012225441	0.020543955	0.083907047	0.061717452	0.103711641	0.163428612	0.120209183	0.202002694
0.011119329	0.00820999	0.013778776	0.061546692	0.04544318	0.076267015	0.140052636	0.103408275	0.173549483
0.007445256	0.005515581	0.009246487	0.044667389	0.033090416	0.055473773	0.116463395	0.086278205	0.144639391
0.004989972	0.003707551	0.00620936	3.21E-02	0.023881799	0.039996938	0.094500659	0.070214019	0.117593559
0.003347753	0.002493893	0.004173102	0.022970603	0.017111844	0.028633737	0.075143564	0.055977847	0.093669332
0.002248285	0.001678772	0.002806947	0.016323792	0.012188811	0.02037999	0.058752015	0.043869538	0.073350937
0.001511433	0.001130951	0.00188965	0.011546609	0.008639907	0.014436001	0.045288742	0.033887915	0.056621672
0.001017087	0.0007625	0.001273216	0.008136076	0.006099536	0.01018495	0.034492863	0.025858961	0.043179058
0.000685089	0.000514495	0.000858603	5.71E-03	0.004291525	0.007161815	0.026001582	0.019526915	0.03258705
