240210.5866	200585.2316	236958.527	202730.6667	177999.0644	198705.5396	152271.9868	135326.4319	149318.1948
330262.3095	276135.5273	325696.8909	284049.9578	249083.756	278452.4667	214467.8023	190420.2793	210302.0461
316451.9053	265704.2888	311930.9416	291249.3274	254278.2374	285681.1143	223896.3935	198150.5828	219534.083
278417.9769	235424.0295	274255.5838	284551.8713	246936.9217	279343.9655	225693.5728	198736.3561	221294.6185
240375.8748	204928.902	236610.4537	273148.2299	235908.38	268333.6589	226972.5049	198633.8496	222595.9892
206924.9659	177841.8015	203549.7038	256740.9555	221216.0684	252318.0119	227503.7001	197697.5211	223225.7539
178178.603	154265.4064	175177.8892	236183.539	203474.3073	232150.2707	225894.8197	194876.855	221792.7887
153115.5521	133407.9191	150474.7969	212727.7969	183512.9964	209090.9367	220014.1872	188545.9372	216165.3603
130695.2937	114470.1162	128402.3488	187531.4279	162116.9039	184303.8938	208444.5751	177638.5443	204921.7994
110310.0968	97021.49276	108351.3757	161755.2875	140161.6122	158946.2145	191330.8934	162330.5646	188191.1335
91786.51441	80997.00442	90142.95346	136558.9984	118599.6043	134164.9841	170122.3858	143835.7616	167397.2277
75191.0423	66525.09329	73836.69503	112957.9466	98307.74407	110959.8787	146835.9882	123811.8179	144529.195
60637.84703	53759.18109	59541.07749	91690.10788	79946.05998	90055.09024	123405.6098	103834.9548	121497.0138
48175.09812	42779.63387	47301.14493	73167.00979	63898.31981	71852.98915	101319.8579	85108.81135	99772.51113
37747.86844	33563.86817	37061.59483	57502.94426	50288.51726	56463.8288	81519.4992	68384.50704	80287.26499
29205.24449	25995.49685	28673.43692	44580.55682	39034.44492	43770.61325	64447.80232	54004.43473	63481.82671
22348.55852	19909.53643	21941.11935	34163.1703	29943.97688	33539.60774	50198.24379	42026.39652	49451.06548
16929.25908	15092.44297	16620.34175	25904.20965	22725.45602	25429.47952	38591.81157	32285.34754	38020.73889
12710.69191	11338.3534	12478.59293	19462.1789	17087.32986	19104.24863	29337.677	24528.12333	28905.68404
9468.55252	8450.517139	9295.562937	14504.45917	12743.31039	14236.88172	22086.47623	18455.86449	21762.62241
7004.034913	6253.666328	6876.018561	10732.27049	9434.859702	10533.74171	16486.5751	13770.19849	16245.70871
